,0
0,0.67
1,0.844602
2,0.5013729432967201
3,0.9549927994020092
4,0.1641895305206739
5,0.524223675206445
6,0.9527584757972618
7,0.17193729310808792
8,0.5438719665245902
9,0.9476474571134731
10,0.18951690081419365
11,0.586752936358311
12,0.9262504050868654
13,0.2609464620637416
14,0.736700010920603
15,0.7409772604513122
16,0.7331724469913533
17,0.7473089300627265
18,0.7213622796848965
19,0.7678151911269355
20,0.6810105893942762
21,0.8298383361336624
22,0.5394094871033246
23,0.9490671286862861
24,0.18465388722579654
25,0.5751270873843215
26,0.9334396172311873
27,0.23733697517932068
28,0.6914510771976355
29,0.8149835728522843
30,0.5760000325428611
31,0.932935661104309
32,0.23900484497474803
33,0.6947874409837766
34,0.8100609978296683
35,0.587753518527005
36,0.9255834023470187
37,0.2631168924105298
38,0.740646022554046
39,0.7337818587864652
40,0.7462218823589588
41,0.7234116773538741
42,0.7643331896517667
43,0.6880888257213584
44,0.819858307700065
45,0.5641783326418571
46,0.9392659609857685
47,0.21791348728353224
48,0.6510319014920252
49,0.8678633732751062
50,0.4380643774621607
51,0.9403463984844481
52,0.21428308848558286
53,0.6431575335332116
54,0.8767126166640659
55,0.41289464898415
56,0.9260163528892292
57,0.2617084562110661
58,0.7380894754061827
59,0.7384571944970891
60,0.7377877956196457
61,0.7390056034516154
62,0.7367875482015454
63,0.7408189298037972
64,0.7334638484439476
65,0.7467894922144123
66,0.7223426957543507
67,0.7661534319627089
68,0.6844001795000818
69,0.8251069119172897
70,0.5512469940461658
71,0.9449677081967071
72,0.19865428168949
73,0.6081086957736249
74,0.9103537878108406
75,0.3117493169279091
76,0.8196256188334443
77,0.5647467516599903
78,0.9389860181310118
79,0.2188526738825297
80,0.6530526114849278
81,0.865516110809399
82,0.4446402558621056
83,0.9432928411447298
84,0.20433736570116345
85,0.6210693775155847
86,0.8990072262629174
87,0.346830151549697
88,0.8653789705482169
89,0.4450231541058985
90,0.9434542273073484
91,0.2037906904419866
92,0.6198333716370502
93,0.900144658820809
94,0.3433578427056214
95,0.8612695560121831
96,0.4564300561732635
97,0.9477483411806518
98,0.18917183574530322
99,0.585933955809131
100,0.9267906570129584
