Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-07-06 09:30:00-04:00,11342.4638671875,11342.4638671875,11327.197265625,11330.6357421875,0,0,0
2022-07-06 09:31:00-04:00,11324.6162109375,11340.0234375,11324.6162109375,11334.2197265625,23120293,0,0
2022-07-06 09:32:00-04:00,11335.208984375,11375.8037109375,11335.208984375,11371.9599609375,23284976,0,0
2022-07-06 09:33:00-04:00,11366.7490234375,11379.416015625,11366.7490234375,11378.701171875,22925457,0,0
2022-07-06 09:34:00-04:00,11371.6201171875,11371.6201171875,11357.6162109375,11360.0693359375,19847969,0,0
2022-07-06 09:35:00-04:00,11363.3505859375,11363.3505859375,11339.73046875,11339.73046875,20287139,0,0
2022-07-06 09:36:00-04:00,11340.0595703125,11340.0595703125,11311.5634765625,11316.4755859375,19414859,0,0
2022-07-06 09:37:00-04:00,11316.7734375,11316.7734375,11293.89453125,11293.89453125,21160192,0,0
2022-07-06 09:38:00-04:00,11291.763671875,11302.3671875,11288.6494140625,11298.32421875,21140732,0,0
2022-07-06 09:39:00-04:00,11290.6171875,11306.4267578125,11290.6171875,11296.83203125,19024970,0,0
2022-07-06 09:40:00-04:00,11291.0546875,11306.7177734375,11291.0546875,11302.3916015625,17948650,0,0
2022-07-06 09:41:00-04:00,11304.46875,11314.935546875,11296.2158203125,11305.0009765625,18949035,0,0
2022-07-06 09:42:00-04:00,11300.689453125,11326.650390625,11300.689453125,11326.650390625,18056054,0,0
2022-07-06 09:43:00-04:00,11327.4423828125,11335.9013671875,11327.4423828125,11334.55859375,20751902,0,0
2022-07-06 09:44:00-04:00,11330.912109375,11331.4189453125,11318.2021484375,11322.689453125,18885907,0,0
2022-07-06 09:45:00-04:00,11328.5234375,11328.5234375,11310.4853515625,11310.4853515625,18683952,0,0
2022-07-06 09:46:00-04:00,11296.7490234375,11296.7490234375,11277.365234375,11277.390625,21225902,0,0
2022-07-06 09:47:00-04:00,11279.044921875,11284.8310546875,11272.9404296875,11284.8310546875,16382178,0,0
2022-07-06 09:48:00-04:00,11281.705078125,11292.203125,11275.158203125,11288.8564453125,17146845,0,0
2022-07-06 09:49:00-04:00,11289.9345703125,11290.78515625,11278.8671875,11278.8671875,15742229,0,0
2022-07-06 09:50:00-04:00,11274.9638671875,11295.4501953125,11273.8271484375,11292.3837890625,16180678,0,0
2022-07-06 09:51:00-04:00,11290.185546875,11294.431640625,11281.9892578125,11281.9892578125,16865754,0,0
2022-07-06 09:52:00-04:00,11281.8642578125,11288.9169921875,11273.138671875,11283.1640625,15097884,0,0
2022-07-06 09:53:00-04:00,11283.5302734375,11303.904296875,11283.302734375,11303.861328125,15795766,0,0
2022-07-06 09:54:00-04:00,11302.0771484375,11305.62109375,11295.541015625,11304.0947265625,14524869,0,0
2022-07-06 09:55:00-04:00,11303.9375,11314.9716796875,11298.216796875,11312.958984375,13900534,0,0
2022-07-06 09:56:00-04:00,11314.923828125,11326.6484375,11314.923828125,11326.6484375,16298813,0,0
2022-07-06 09:57:00-04:00,11328.5341796875,11338.9794921875,11327.568359375,11338.228515625,16277656,0,0
2022-07-06 09:58:00-04:00,11336.1640625,11349.9990234375,11336.1640625,11348.0185546875,14855292,0,0
2022-07-06 09:59:00-04:00,11348.4580078125,11350.916015625,11343.8515625,11343.8515625,15666852,0,0
2022-07-06 10:00:00-04:00,11345.3486328125,11345.3486328125,11315.8251953125,11315.8251953125,19261935,0,0
2022-07-06 10:01:00-04:00,11310.951171875,11319.4990234375,11300.513671875,11314.4228515625,17241461,0,0
2022-07-06 10:02:00-04:00,11308.873046875,11313.34765625,11300.9091796875,11306.10546875,15359365,0,0
2022-07-06 10:03:00-04:00,11303.0478515625,11328.830078125,11303.0478515625,11328.830078125,13228202,0,0
2022-07-06 10:04:00-04:00,11321.8505859375,11324.0283203125,11315.7373046875,11315.7373046875,13576342,0,0
2022-07-06 10:05:00-04:00,11311.2607421875,11325.2353515625,11311.2607421875,11323.84765625,11839740,0,0
2022-07-06 10:06:00-04:00,11328.69921875,11341.3955078125,11326.5693359375,11341.3955078125,14589703,0,0
2022-07-06 10:07:00-04:00,11338.353515625,11370.212890625,11334.3525390625,11367.771484375,12692468,0,0
2022-07-06 10:08:00-04:00,11369.37890625,11374.3154296875,11367.6259765625,11374.3154296875,16062638,0,0
2022-07-06 10:09:00-04:00,11374.6884765625,11374.6884765625,11363.4638671875,11371.150390625,12923287,0,0
2022-07-06 10:10:00-04:00,11371.138671875,11372.1337890625,11358.8984375,11358.8984375,12101877,0,0
2022-07-06 10:11:00-04:00,11354.6572265625,11355.2998046875,11344.91015625,11345.060546875,14258077,0,0
2022-07-06 10:12:00-04:00,11347.1923828125,11352.2431640625,11340.4306640625,11340.4306640625,13223786,0,0
2022-07-06 10:13:00-04:00,11340.06640625,11340.06640625,11302.8642578125,11306.5830078125,17797012,0,0
2022-07-06 10:14:00-04:00,11302.9052734375,11302.9052734375,11290.4169921875,11299.662109375,17392378,0,0
2022-07-06 10:15:00-04:00,11301.5146484375,11304.4716796875,11300.423828125,11301.9072265625,11974062,0,0
2022-07-06 10:16:00-04:00,11296.869140625,11305.9599609375,11295.7470703125,11304.8349609375,12101166,0,0
2022-07-06 10:17:00-04:00,11303.84375,11303.84375,11288.9853515625,11293.072265625,11381830,0,0
2022-07-06 10:18:00-04:00,11297.63671875,11308.41015625,11296.0078125,11308.41015625,12061051,0,0
2022-07-06 10:19:00-04:00,11308.8115234375,11310.095703125,11301.138671875,11301.138671875,10839195,0,0
2022-07-06 10:20:00-04:00,11301.5,11310.8583984375,11300.265625,11304.53515625,11642785,0,0
2022-07-06 10:21:00-04:00,11305.611328125,11307.8310546875,11292.6591796875,11293.2734375,10666172,0,0
2022-07-06 10:22:00-04:00,11290.7255859375,11297.0947265625,11290.7197265625,11297.0947265625,12561000,0,0
2022-07-06 10:23:00-04:00,11298.177734375,11311.8642578125,11298.177734375,11311.8642578125,13048000,0,0
2022-07-06 10:24:00-04:00,11316.21875,11322.7041015625,11313.0986328125,11316.525390625,13128000,0,0
2022-07-06 10:25:00-04:00,11310.5712890625,11310.5712890625,11306.1572265625,11307.2978515625,11695000,0,0
2022-07-06 10:26:00-04:00,11308.849609375,11316.1708984375,11307.333984375,11316.1708984375,10326000,0,0
2022-07-06 10:27:00-04:00,11321.43359375,11322.73828125,11314.337890625,11314.939453125,11933000,0,0
2022-07-06 10:28:00-04:00,11313.93359375,11320.611328125,11313.93359375,11316.1767578125,9899000,0,0
2022-07-06 10:29:00-04:00,11314.4140625,11325.0615234375,11314.4140625,11317.544921875,11346000,0,0
2022-07-06 10:30:00-04:00,11319.80078125,11321.4814453125,11317.85546875,11317.85546875,10116000,0,0
2022-07-06 10:31:00-04:00,11319.255859375,11328.271484375,11311.3779296875,11328.271484375,9892000,0,0
2022-07-06 10:32:00-04:00,11330.8701171875,11335.48046875,11326.328125,11328.783203125,13831000,0,0
2022-07-06 10:33:00-04:00,11327.0498046875,11327.0498046875,11315.109375,11316.9873046875,14126000,0,0
2022-07-06 10:34:00-04:00,11312.8115234375,11314.2197265625,11308.66796875,11311.201171875,9351000,0,0
2022-07-06 10:35:00-04:00,11308.8349609375,11312.83984375,11301.515625,11309.671875,11627000,0,0
2022-07-06 10:36:00-04:00,11309.9013671875,11310.625,11307.828125,11310.2001953125,9217000,0,0
2022-07-06 10:37:00-04:00,11311.6025390625,11313.9541015625,11302.189453125,11307.3330078125,10953000,0,0
2022-07-06 10:38:00-04:00,11306.7275390625,11317.11328125,11306.7275390625,11317.11328125,10239000,0,0
2022-07-06 10:39:00-04:00,11320.87890625,11325.9140625,11320.87890625,11323.8349609375,12328000,0,0
2022-07-06 10:40:00-04:00,11322.630859375,11323.9248046875,11310.443359375,11312.2080078125,10488000,0,0
2022-07-06 10:41:00-04:00,11313.0087890625,11317.5693359375,11309.9443359375,11316.8466796875,11019000,0,0
2022-07-06 10:42:00-04:00,11314.6142578125,11332.3310546875,11314.6142578125,11332.189453125,9298000,0,0
2022-07-06 10:43:00-04:00,11334.4365234375,11343.4482421875,11333.9033203125,11343.4482421875,10778000,0,0
2022-07-06 10:44:00-04:00,11343.8408203125,11348.486328125,11343.326171875,11346.8486328125,10912000,0,0
2022-07-06 10:45:00-04:00,11348.6865234375,11349.8408203125,11344.005859375,11349.5927734375,9508000,0,0
2022-07-06 10:46:00-04:00,11351.0166015625,11352.4140625,11344.4423828125,11344.4423828125,12136000,0,0
2022-07-06 10:47:00-04:00,11345.6494140625,11348.2431640625,11340.9267578125,11341.0439453125,10021000,0,0
2022-07-06 10:48:00-04:00,11342.4404296875,11345.7412109375,11340.451171875,11340.716796875,7655000,0,0
2022-07-06 10:49:00-04:00,11340.0615234375,11340.0615234375,11326.3125,11326.3125,10625000,0,0
2022-07-06 10:50:00-04:00,11323.1904296875,11328.8154296875,11323.1904296875,11328.0224609375,7790000,0,0
2022-07-06 10:51:00-04:00,11328.9765625,11328.9765625,11313.2109375,11321.130859375,10018000,0,0
2022-07-06 10:52:00-04:00,11321.59765625,11333.3427734375,11321.59765625,11331.64453125,11887000,0,0
2022-07-06 10:53:00-04:00,11332.8232421875,11333.994140625,11328.3583984375,11328.794921875,9065000,0,0
2022-07-06 10:54:00-04:00,11327.1279296875,11332.2421875,11327.1162109375,11328.576171875,7895000,0,0
2022-07-06 10:55:00-04:00,11328.7470703125,11328.7470703125,11316.59765625,11317.2568359375,9885000,0,0
2022-07-06 10:56:00-04:00,11319.435546875,11320.5732421875,11316.857421875,11320.5732421875,8309000,0,0
2022-07-06 10:57:00-04:00,11320.4677734375,11325.005859375,11320.4677734375,11323.892578125,9489000,0,0
2022-07-06 10:58:00-04:00,11326.482421875,11329.927734375,11323.0791015625,11329.927734375,10280000,0,0
2022-07-06 10:59:00-04:00,11328.9892578125,11337.1494140625,11328.9892578125,11332.8857421875,11039000,0,0
2022-07-06 11:00:00-04:00,11334.4619140625,11339.515625,11333.4599609375,11337.8681640625,9730000,0,0
2022-07-06 11:01:00-04:00,11336.4560546875,11336.4560546875,11330.6875,11330.6875,8686000,0,0
2022-07-06 11:02:00-04:00,11330.35546875,11333.6767578125,11322.5009765625,11322.5009765625,8193000,0,0
2022-07-06 11:03:00-04:00,11320.2392578125,11320.2392578125,11301.4033203125,11301.6005859375,12100000,0,0
2022-07-06 11:04:00-04:00,11298.453125,11298.453125,11290.8056640625,11296.3642578125,11967000,0,0
2022-07-06 11:05:00-04:00,11295.4462890625,11302.5048828125,11295.4462890625,11302.013671875,10703000,0,0
2022-07-06 11:06:00-04:00,11303.9345703125,11304.306640625,11299.6943359375,11301.7802734375,9257000,0,0
2022-07-06 11:07:00-04:00,11301.642578125,11301.642578125,11296.228515625,11297.6357421875,7281000,0,0
2022-07-06 11:08:00-04:00,11296.583984375,11299.5400390625,11294.8271484375,11299.5400390625,7000000,0,0
2022-07-06 11:09:00-04:00,11302.15625,11304.37890625,11297.861328125,11297.861328125,7977000,0,0
2022-07-06 11:10:00-04:00,11296.6630859375,11296.6630859375,11282.0029296875,11282.0029296875,9862000,0,0
2022-07-06 11:11:00-04:00,11282.9619140625,11287.978515625,11281.708984375,11287.0947265625,9793000,0,0
2022-07-06 11:12:00-04:00,11289.150390625,11295.73828125,11289.150390625,11295.44921875,7441000,0,0
2022-07-06 11:13:00-04:00,11297.2548828125,11299.0576171875,11296.373046875,11296.708984375,6747000,0,0
2022-07-06 11:14:00-04:00,11296.568359375,11299.7021484375,11295.130859375,11299.2919921875,7765000,0,0
2022-07-06 11:15:00-04:00,11299.525390625,11307.74609375,11299.525390625,11307.078125,3062000,0,0
2022-07-06 11:16:00-04:00,11307.25390625,11311.5126953125,11304.3720703125,11311.5126953125,12262000,0,0
2022-07-06 11:17:00-04:00,11312.365234375,11314.2724609375,11311.8349609375,11314.2724609375,8023000,0,0
